"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"286" "BCR" "ENST00000305877" "1" "3533" "ABL1" "ENST00000318560" "461" "5766"
"287" "BCR" "ENST00000305877" "1" "3458" "ABL1" "ENST00000318560" "461" "5766"
"288" "LPP" "ENST00000312675" "1" "1656" "HMGA2" "ENST00000403681" "1390" "4473"
"289" "LPP" "ENST00000312675" "1" "1486" "HMGA2" "ENST00000403681" "1390" "4473"
"290" "HMGA2" "ENST00000403681" "1" "1389" "LPP" "ENST00000312675" "1360" "18278"
"291" "BRD3" "ENST00000303407" "1" "2122" "C15orf55" "ENST00000333756" "172" "3795"
"292" "HMGA2" "ENST00000403681" "1" "1389" "LHFP" "ENST00000379589" "948" "2110"
"293" "HMGA2" "ENST00000403681" "1" "1389" "RAD51B" "ENST00000487270" "805" "2596"
"294" "RAD51B" "ENST00000487270" "1" "804" "HMGA2" "ENST00000403681" "1252" "4473"
"295" "RAD51B" "ENST00000487270" "1" "804" "HMGA2" "ENST00000403681" "1339" "4473"
"296" "HMGA2" "ENST00000403681" "1" "1338" "CCNB1IP1" "ENST00000358932" "763" "1479"
"297" "HMGA2" "ENST00000403681" "1" "1388" "COX6C" "ENST00000297564" "316" "433"
"298" "HMGA2" "ENST00000403681" "1" "1389" "COX6C" "ENST00000297564" "316" "433"
"299" "BCR" "ENST00000305877" "1" "2030" "JAK2" "ENST00000381652" "2626" "5285"
"300" "JAK2" "ENST00000381652" "1" "1820" "PCM1" "ENST00000325083" "6281" "6820"
"301" "PCM1" "ENST00000325083" "1" "6280" "JAK2" "ENST00000381652" "1821" "5285"
"302" "PCM1" "ENST00000325083" "1" "4547" "JAK2" "ENST00000381652" "2626" "5285"
"303" "PCM1" "ENST00000325083" "1" "4382" "JAK2" "ENST00000381652" "2008" "5285"
"304" "JAK2" "ENST00000381652" "1" "2007" "PCM1" "ENST00000325083" "4548" "6820"
"305" "PCM1" "ENST00000325083" "1" "6280" "JAK2" "ENST00000381652" "1551" "5285"
"306" "PCM1" "ENST00000325083" "1" "4849" "JAK2" "ENST00000381652" "1551" "5285"
"307" "KTN1" "ENST00000395309" "1" "3070" "RET" "ENST00000355710" "2369" "5659"
"308" "FUS" "ENST00000254108" "1" "1273" "DDIT3" "ENST00000547303" "76" "872"
"309" "HMGA2" "ENST00000403681" "1" "1388" "EBF1" "ENST00000313708" "920" "5250"
"310" "HMGA2" "ENST00000403681" "1" "1389" "EBF1" "ENST00000313708" "920" "5250"
"311" "HMGA2" "ENST00000403681" "1" "1388" "FHIT" "ENST00000476844" "674" "1033"
"312" "HMGA2" "ENST00000403681" "1" "1389" "FHIT" "ENST00000476844" "674" "1033"
"313" "FHIT" "ENST00000476844" "1" "673" "HMGA2" "ENST00000403681" "1390" "4473"
"314" "HMGA2" "ENST00000403681" "1" "1422" "WIF1" "ENST00000286574" "1394" "2238"
"315" "HMGA2" "ENST00000403681" "1" "1388" "ALDH2" "ENST00000261733" "1583" "2018"
"316" "HMGA2" "ENST00000403681" "1" "1389" "ALDH2" "ENST00000261733" "1583" "2018"
"317" "HMGA2" "ENST00000403681" "1" "1388" "WIF1" "ENST00000286574" "664" "2238"
"318" "HMGA2" "ENST00000403681" "1" "1389" "WIF1" "ENST00000286574" "664" "2238"
"319" "HMGA2" "ENST00000403681" "1" "1550" "WIF1" "ENST00000286574" "664" "2238"
"320" "HMGA2" "ENST00000403681" "1" "4473" "WIF1" "ENST00000286574" "664" "2238"
"321" "HMGA2" "ENST00000403681" "1" "1388" "WIF1" "ENST00000286574" "773" "2238"
"322" "HMGA2" "ENST00000403681" "1" "1389" "WIF1" "ENST00000286574" "773" "2238"
"323" "HMGA2" "ENST00000403681" "1" "1388" "WIF1" "ENST00000286574" "1298" "2238"
"324" "HMGA2" "ENST00000403681" "1" "1389" "WIF1" "ENST00000286574" "1298" "2238"
"325" "HMGA2" "ENST00000403681" "1" "1388" "WIF1" "ENST00000286574" "1394" "2238"
"326" "HMGA2" "ENST00000403681" "1" "1389" "WIF1" "ENST00000286574" "1394" "2238"
"327" "PAX3" "ENST00000392069" "1" "1539" "NCOA1" "ENST00000406961" "3071" "7289"
"328" "PAX3" "ENST00000392069" "1" "1539" "NCOA2" "ENST00000452400" "2577" "8447"
"329" "SQSTM1" "ENST00000389805" "1" "932" "ALK" "NM_004304" "4080" "6222"
"330" "VCL" "ENST00000211998" "1" "2528" "ALK" "NM_004304" "4080" "6222"
"331" "KIF5B" "ENST00000302418" "1" "2183" "ALK" "NM_004304" "4095" "6222"
"332" "ETV6" "ENST00000396373" "1" "737" "JAK2" "ENST00000381652" "2626" "5285"
"333" "ETV6" "ENST00000396373" "1" "737" "JAK2" "ENST00000381652" "2487" "5285"
"334" "ETV6" "ENST00000396373" "1" "1283" "JAK2" "ENST00000381652" "2008" "5285"
"335" "SEC31A" "ENST00000348405" "1" "2904" "JAK2" "ENST00000381652" "2626" "5285"
"336" "PAX5" "ENST00000358127" "1" "679" "JAK2" "ENST00000381652" "2929" "5285"
"337" "JAK2" "ENST00000381652" "1" "2928" "PAX5" "ENST00000358127" "680" "8536"
"338" "JAK2" "ENST00000381652" "1" "2777" "PAX5" "ENST00000358127" "680" "8536"
"339" "JAK2" "ENST00000381652" "1" "2625" "PAX5" "ENST00000358127" "680" "8536"
"340" "CTNNB1" "ENST00000349496" "1" "166" "PLAG1" "ENST00000316981" "160" "7322"
"341" "CTNNB1" "ENST00000349496" "1" "166" "PLAG1" "ENST00000316981" "265" "7322"
"342" "CHCHD7" "ENST00000355315" "1" "83" "PLAG1" "ENST00000316981" "265" "7322"
"343" "CHCHD7" "ENST00000355315" "1" "83" "PLAG1" "ENST00000316981" "160" "7322"
"344" "LIFR" "ENST00000263409" "1" "144" "PLAG1" "ENST00000316981" "265" "7322"
"345" "PLAG1" "ENST00000316981" "1" "159" "CTNNB1" "ENST00000349496" "167" "3729"
"346" "PLAG1" "ENST00000316981" "1" "264" "CTNNB1" "ENST00000349496" "167" "3729"
"347" "TCEA1" "ENST00000521604" "1" "467" "PLAG1" "ENST00000316981" "265" "7322"
"348" "LIFR" "ENST00000263409" "1" "144" "PLAG1" "ENST00000316981" "160" "7322"
"349" "HAS2" "NM_005328.1" "1" "535" "PLAG1" "ENST00000316981" "160" "7322"
"350" "HAS2" "NM_005328.1" "1" "535" "PLAG1" "ENST00000316981" "265" "7322"
"351" "COL1A2" "ENST00000297268" "1" "541" "PLAG1" "ENST00000316981" "265" "7322"
"352" "COL1A2" "ENST00000297268" "1" "541" "PLAG1" "ENST00000316981" "160" "7322"
"353" "CRTC3" "ENST00000268184" "1" "136" "MAML2" "ENST00000524717" "1799" "7106"
"354" "MAML2" "ENST00000524717" "1" "1798" "CRTC1" "ENST00000321949" "215" "6943"
"355" "FGFR1" "ENST00000447712" "1" "854" "PLAG1" "ENST00000316981" "160" "7322"
"356" "FGFR1" "ENST00000447712" "1" "854" "PLAG1" "ENST00000316981" "265" "7322"
"357" "FGFR1" "ENST00000447712" "1" "1033" "PLAG1" "ENST00000316981" "160" "7322"
"358" "FGFR1" "ENST00000447712" "1" "1033" "PLAG1" "ENST00000316981" "265" "7322"
"359" "HNRNPA2B1" "ENST00000356674" "1" "175" "ETV1" "ENST00000430479" "714" "6740"
"360" "KLK2" "ENST00000325321" "1" "87" "ETV1" "ENST00000430479" "1223" "6740"
"361" "KLK2" "ENST00000325321" "1" "247" "ETV1" "ENST00000430479" "1223" "6740"
"362" "SS18L1" "ENST00000331758" "1" "1190" "SSX1" "ENST00000376919" "467" "1298"
"363" "ACSL3" "ENST00000357430" "1" "491" "ETV1" "ENST00000430479" "1034" "6740"
"364" "EML4" "ENST00000318522" "1" "1903" "ALK" "ENST00000389048" "4118" "6220"
"365" "SLC45A3" "ENST00000367145" "1" "66" "ETV1" "ENST00000430479" "904" "6740"
"366" "SLC45A3" "ENST00000367145" "1" "1520" "ELK4" "ENST00000357992" "332" "10239"
"367" "VTI1A" "ENST00000393077" "1" "380" "TCF7L2" "ENST00000369397" "687" "3802"
"368" "VTI1A" "ENST00000393077" "1" "458" "TCF7L2" "ENST00000369397" "789" "3802"
"369" "VTI1A" "ENST00000393077" "1" "380" "TCF7L2" "ENST00000369397" "789" "3802"
"370" "VTI1A" "ENST00000393077" "1" "269" "TCF7L2" "ENST00000369397" "789" "3802"
"371" "GOPC" "ENST00000368498" "1" "1334" "ROS1" "NM_002944" "5841" "7368"
"372" "SLC45A3" "ENST00000367145" "1" "66" "ELK4" "ENST00000357992" "332" "10239"
"373" "CANT1" "ENST00000392446" "1" "154" "ETV4" "ENST00000319349" "518" "2391"
"374" "TMPRSS2" "ENST00000332149" "1" "79" "ETV5" "ENST00000306376" "174" "4111"
"375" "TMPRSS2" "ENST00000332149" "1" "373" "ETV5" "ENST00000306376" "174" "4111"
"376" "SLC45A3" "ENST00000367145" "1" "66" "ETV5" "ENST00000306376" "898" "4111"
"377" "DDX5" "ENST00000225792" "1" "709" "ETV4" "ENST00000319349" "464" "2391"
"378" "NOTCH1" "ENST00000277541" "1" "5714" "GABBR2" "ENST00000259455" "2354" "5761"
"379" "SEC16A" "ENST00000313050" "1" "118" "NOTCH1" "ENST00000277541" "5244" "9371"
"380" "ARID1A" "NM_006015.3" "1" "1507" "MAST2" "ENST00000361297" "461" "5738"
"381" "ZNF700" "ENST00000254321" "1" "189" "MAST1" "ENST00000251472" "2447" "4922"
"382" "NFIX" "ENST00000360105" "1" "627" "MAST1" "ENST00000251472" "2268" "4922"
"383" "SEC16A" "ENST00000313050" "1" "118" "NOTCH1" "ENST00000277541" "5095" "9371"
"384" "TADA2A" "ENST00000394395" "1" "1319" "MAST1" "ENST00000251472" "903" "4922"
"385" "EWSR1" "ENST00000397938" "1" "1293" "NFATC2" "ENST00000396009" "1381" "7437"
"386" "NFATC2" "ENST00000396009" "1" "1380" "EWSR1" "ENST00000397938" "1294" "2654"
"387" "FAM131B" "ENST00000443739" "1" "287" "BRAF" "ENST00000288602" "1202" "2480"
"388" "FAM131B" "ENST00000443739" "1" "177" "BRAF" "ENST00000288602" "1239" "2480"
"389" "FAM131B" "ENST00000443739" "1" "323" "BRAF" "ENST00000288602" "1202" "2480"
"390" "SLC34A2" "ENST00000382051" "1" "429" "ROS1" "NM_002944" "5448" "7368"
"391" "SLC34A2" "ENST00000382051" "1" "429" "ROS1" "NM_002944" "5757" "7368"
"392" "CD74" "ENST00000009530" "1" "627" "ROS1" "NM_002944" "5757" "7368"
"393" "CD74" "ENST00000009530" "1" "627" "ROS1" "NM_002944" "5448" "7368"
"394" "EWSR1" "ENST00000397938" "1" "1112" "SMARCA5" "ENST00000283131" "983" "7923"
"395" "GOPC" "ENST00000368498" "1" "726" "ROS1" "NM_002944" "5977" "7368"
"396" "HEY1" "ENST00000354724" "1" "531" "NCOA2" "ENST00000452400" "2788" "8447"
"397" "NUP107" "NM_020401.1" "1" "123" "LGR5" "ENST00000266674" "1382" "4611"
"398" "PAX8" "NM_003466.2" "1" "1355" "PPARG" "NM_015869.2" "216" "1854"
"399" "PAX8" "NM_003466.2" "1" "943" "PPARG" "NM_015869.2" "216" "1854"
"400" "PAX8" "NM_003466.2" "1" "1064" "PPARG" "NM_015869.2" "216" "1854"
"401" "PAX8" "NM_003466.2" "1" "1253" "PPARG" "NM_015869.2" "216" "1854"
"402" "KIAA1549" "ENST00000242365" "1" "4779" "BRAF" "ENST00000288602" "1376" "2480"
"403" "KIF5B" "ENST00000302418" "1" "2372" "RET" "NM_020975" "2327" "5629"
"404" "KIF5B" "ENST00000302418" "1" "2183" "RET" "NM_020975" "2327" "5629"
"405" "KIF5B" "ENST00000302418" "1" "3002" "RET" "NM_020975" "2327" "5629"
"406" "KIF5B" "ENST00000302418" "1" "3219" "RET" "NM_020975" "1713" "5629"
"407" "YWHAE" "ENST00000264335" "1" "983" "FAM22A" "ENST00000381707" "766" "3286"
"408" "YWHAE" "ENST00000264335" "1" "983" "FAM22B" "ENST00000429828" "766" "3286"
"409" "KIF5B" "ENST00000302418" "1" "2897" "RET" "NM_020975" "2327" "5629"
"410" "KIF5B" "ENST00000302418" "1" "2183" "RET" "NM_020975" "2177" "5629"
"411" "KIF5B" "ENST00000302418" "1" "2490" "ALK" "NM_004304" "4080" "6222"
"412" "TPM3" "ENST00000368530" "1" "968" "ROS1" "NM_002944" "5841" "7368"
"413" "SDC4" "ENST00000372733" "1" "239" "ROS1" "NM_002944" "5448" "7368"
"414" "SDC4" "ENST00000372733" "1" "485" "ROS1" "NM_002944" "5448" "7368"
"415" "SDC4" "ENST00000372733" "1" "485" "ROS1" "NM_002944" "5757" "7368"
"416" "SLC34A2" "ENST00000382051" "1" "2076" "ROS1" "NM_002944" "5448" "7368"
"417" "SLC34A2" "ENST00000382051" "1" "2076" "ROS1" "NM_002944" "5757" "7368"
"418" "EZR" "ENST00000367075" "1" "1259" "ROS1" "NM_002944" "5757" "7368"
"419" "LRIG3" "ENST00000320743" "1" "2982" "ROS1" "ENST00000368508" "5841" "7435"
"420" "KIF5B" "ENST00000302418" "1" "3219" "RET" "NM_020975" "2070" "5629"
"421" "KLC1" "ENST00000389744" "1" "1530" "ALK" "ENST00000389048" "4080" "6220"
"422" "KIAA1549" "ENST00000242365" "1" "5097" "BRAF" "ENST00000288602" "1313" "2480"
"423" "KIAA1549" "ENST00000242365" "1" "5097" "BRAF" "ENST00000288602" "1239" "2480"
"424" "COL1A1" "ENST00000225964" "1" "1076" "PDGFB" "ENST00000331163" "852" "3497"
"425" "COL1A1" "ENST00000225964" "1" "590" "PDGFB" "ENST00000331163" "852" "3497"
"426" "COL1A1" "ENST00000225964" "1" "3380" "PDGFB" "ENST00000331163" "852" "3497"
"427" "COL1A1" "ENST00000225964" "1" "1121" "PDGFB" "ENST00000331163" "852" "3497"
"428" "EML4" "ENST00000318522" "1" "929" "ALK" "ENST00000389048" "3975" "6220"
"429" "UBE2L3" "ENST00000342192" "1" "508" "KRAS" "ENST00000311936" "182" "5765"
"430" "FN1" "ENST00000336916" "1" "3870" "ALK" "NM_004304" "3975" "6222"
"431" "EWSR1" "ENST00000397938" "1" "1364" "FLI1" "ENST00000429175" "986" "3051"
"432" "PTPRK" "ENST00000368226" "1" "416" "RSPO3" "ENST00000356698" "687" "2697"
"433" "PTPRK" "ENST00000368226" "1" "1478" "RSPO3" "ENST00000356698" "687" "2697"
"434" "EIF3E" "ENST00000220849" "1" "153" "RSPO2" "ENST00000276659" "453" "3111"
"435" "EIF3E" "ENST00000220849" "1" "153" "RSPO2" "ENST00000276659" "716" "3111"
"436" "TPM3" "ENST00000368533" "1" "717" "NTRK1" "ENST00000392302" "1262" "2609"
"437" "NTRK1" "ENST00000392302" "1" "1261" "TPM3" "ENST00000368533" "718" "3131"
"438" "TFG" "ENST00000240851" "1" "920" "NTRK1" "ENST00000392302" "1262" "2609"
"439" "NCOA4" "ENST00000452682" "1" "870" "RET" "ENST00000355710" "2369" "5659"
"440" "EWSR1" "ENST00000397938" "1" "1293" "ZNF444" "ENST00000337080" "967" "2042"
"441" "EWSR1" "ENST00000397938" "1" "1293" "ZNF444" "ENST00000337080" "774" "2042"
"442" "FGFR3" "NM_000142" "1" "2530" "TACC3" "ENST00000313288" "2048" "2781"
"443" "FGFR3" "NM_000142" "1" "2530" "BAIAP2L1" "ENST00000005260" "268" "3622"
"444" "FGFR3" "NM_000142" "1" "2530" "TACC3" "ENST00000313288" "1751" "2781"
"445" "FGFR3" "NM_000142" "1" "2530" "TACC3" "ENST00000313288" "1943" "2781"
"446" "FGFR1" "ENST00000447712" "1" "3234" "TACC1" "ENST00000317827" "2093" "7802"
"447" "CIC" "ENST00000160740" "1" "6117" "DUX4" "ENST00000556625" "1" "1617"
"448" "CIC" "ENST00000160740" "1" "5395" "DUX4" "ENST00000556625" "1348" "1617"
"449" "KIF5B" "ENST00000302418" "1" "2183" "ALK" "NM_004304" "4080" "6222"
"450" "ACTB" "ENST00000331789" "1" "555" "GLI1" "ENST00000228682" "481" "3613"
"451" "GLI1" "ENST00000228682" "1" "715" "ACTB" "ENST00000331789" "556" "1917"
"452" "ACTB" "ENST00000331789" "1" "555" "GLI1" "ENST00000228682" "716" "3613"
"453" "ACTB" "ENST00000331789" "1" "315" "GLI1" "ENST00000228682" "626" "3613"
"454" "ACTB" "ENST00000331789" "1" "555" "GLI1" "ENST00000228682" "626" "3613"
"455" "COL1A1" "ENST00000225964" "1" "222" "USP6" "ENST00000250066" "1699" "7976"
"456" "CDH11" "ENST00000268603" "1" "319" "USP6" "ENST00000250066" "1545" "7976"
"457" "CDH11" "ENST00000268603" "1" "319" "USP6" "ENST00000250066" "1699" "7976"
"458" "CDH11" "ENST00000268603" "1" "444" "USP6" "ENST00000250066" "1545" "7976"
"459" "CDH11" "ENST00000268603" "1" "444" "USP6" "ENST00000250066" "1699" "7976"
"460" "THRAP3" "ENST00000354618" "1" "90" "USP6" "ENST00000250066" "1545" "7976"
"461" "THRAP3" "ENST00000354618" "1" "90" "USP6" "ENST00000250066" "1" "7976"
"462" "CNBP" "ENST00000422453" "1" "147" "USP6" "ENST00000250066" "1699" "7976"
"463" "CNBP" "ENST00000422453" "1" "147" "USP6" "ENST00000250066" "1545" "7976"
"464" "OMD" "ENST00000375550" "1" "260" "USP6" "ENST00000250066" "1545" "7976"
"465" "COL1A1" "ENST00000225964" "1" "222" "USP6" "ENST00000250066" "1545" "7976"
"466" "COL1A1" "ENST00000225964" "1" "222" "USP6" "ENST00000250066" "1" "7976"
"467" "EWSR1" "ENST00000397938" "1" "1112" "YY1" "ENST00000262238" "940" "6697"
"468" "YY1" "ENST00000262238" "1" "939" "EWSR1" "ENST00000397938" "1332" "2654"
"469" "EWSR1" "ENST00000397938" "1" "1293" "NFATC1" "ENST00000329101" "1254" "4604"
"470" "FGFR3" "ENST00000440486" "1" "2530" "TACC3" "ENST00000313288" "1943" "2781"
"471" "STRN" "ENST00000263918" "1" "421" "ALK" "NM_004304" "4080" "6222"
"472" "IRF2BP2" "ENST00000366609" "1" "1079" "CDX1" "ENST00000231656" "527" "2743"
"473" "CD74" "ENST00000009530" "1" "627" "ROS1" "ENST00000368508" "5841" "7435"
"474" "GNAI1" "ENST00000351004" "1" "491" "BRAF" "ENST00000288602" "1239" "2480"
"475" "MKRN1" "ENST00000255977" "1" "996" "BRAF" "ENST00000288602" "1376" "2480"
"476" "QKI" "ENST00000361752" "1" "1485" "NTRK2" "ENST00000376214" "2383" "5608"
"477" "RNF130" "ENST00000521389" "1" "1109" "BRAF" "ENST00000288602" "1202" "2480"
"478" "KIAA1549" "ENST00000242365" "1" "4401" "BRAF" "ENST00000288602" "1202" "2480"
"479" "NACC2" "ENST00000371753" "1" "1314" "NTRK2" "ENST00000376214" "2134" "5608"
"480" "CLCN6" "ENST00000346436" "1" "199" "BRAF" "ENST00000288602" "1376" "2480"
"481" "MEAF6" "ENST00000373075" "1" "550" "PHF1" "ENST00000374516" "256" "2330"
"482" "EPC1" "ENST00000263062" "1" "2014" "PHF1" "ENST00000374516" "256" "2330"
"483" "PPFIBP1" "ENST00000228425" "1" "1224" "ALK" "ENST00000389048" "4080" "6220"
"484" "MBTD1" "ENST00000586178" "1" "2112" "CXorf67" "ENST00000342995" "863" "1921"
"485" "MBTD1" "ENST00000586178" "1" "2112" "CXorf67" "ENST00000342995" "1" "1921"
"486" "ZC3H7B" "ENST00000352645" "1" "1395" "BCOR" "ENST00000378444" "3468" "6358"
"487" "PCM1" "ENST00000325083" "1" "5266" "RET" "ENST00000355710" "2369" "5659"
"488" "TCF3" "ENST00000262965" "1" "1795" "PBX1" "ENST00000420696" "454" "6636"
"489" "RET" "ENST00000355710" "1" "2368" "NCOA4" "ENST00000452682" "871" "3735"
"490" "RET" "ENST00000355710" "1" "2368" "NCOA4" "ENST00000452682" "1015" "3735"
"491" "NCOA4" "ENST00000452682" "1" "996" "RET" "ENST00000355710" "2369" "5659"
"492" "NCOA4" "ENST00000452682" "1" "1014" "RET" "ENST00000355710" "2276" "5659"
"493" "GOLGA5" "ENST00000163416" "1" "1747" "RET" "ENST00000355710" "2369" "5659"
"494" "RET" "ENST00000355710" "1" "2368" "GOLGA5" "ENST00000163416" "1748" "2969"
"495" "ERC1" "ENST00000397203" "1" "2563" "RET" "ENST00000355710" "2369" "5659"
"496" "HOOK3" "ENST00000307602" "1" "1322" "RET" "ENST00000355710" "2369" "5659"
"497" "PRKAR1A" "ENST00000358598" "1" "825" "RET" "ENST00000355710" "2369" "5659"
"498" "CCDC6" "ENST00000263102" "1" "685" "RET" "ENST00000355710" "2369" "5659"
"499" "TRIM27" "ENST00000377199" "1" "1104" "RET" "ENST00000355710" "2369" "5659"
"500" "TRIM24" "ENST00000343526" "1" "1643" "RET" "ENST00000355710" "2369" "5659"
"501" "TRIM24" "ENST00000343526" "1" "1745" "RET" "ENST00000355710" "2369" "5659"
"502" "TRIM33" "ENST00000358465" "1" "2976" "RET" "ENST00000355710" "2369" "5659"
"503" "RET" "ENST00000355710" "1" "2368" "TRIM33" "ENST00000358465" "2977" "8339"
"504" "ETV6" "ENST00000396373" "1" "737" "NTRK3" "ENST00000394480" "1719" "19984"
"505" "ETV6" "ENST00000396373" "1" "1283" "NTRK3" "ENST00000394480" "1719" "19984"
"506" "NAB2" "ENST00000300131" "1" "1521" "STAT6" "ENST00000300134" "306" "4034"
"507" "NAB2" "ENST00000300131" "1" "2711" "STAT6" "ENST00000300134" "306" "4034"
"508" "NAB2" "ENST00000300131" "1" "1929" "STAT6" "ENST00000300134" "306" "4034"
"509" "NAB2" "ENST00000300131" "1" "1846" "STAT6" "ENST00000300134" "306" "4034"
"510" "NAB2" "ENST00000300131" "1" "1920" "STAT6" "ENST00000300134" "306" "4034"
"511" "NAB2" "ENST00000300131" "1" "1941" "STAT6" "ENST00000300134" "306" "4034"
"512" "NAB2" "ENST00000300131" "1" "1510" "STAT6" "ENST00000300134" "526" "4034"
"513" "NAB2" "ENST00000300131" "1" "1461" "STAT6" "ENST00000300134" "306" "4034"
"514" "NAB2" "ENST00000300131" "1" "1469" "STAT6" "ENST00000300134" "306" "4034"
"515" "NAB2" "ENST00000300131" "1" "1846" "STAT6" "ENST00000300134" "2218" "4034"
"516" "STAT6" "ENST00000300134" "1" "2217" "NAB2" "ENST00000300131" "1847" "2711"
"517" "NAB2" "ENST00000300131" "1" "1846" "STAT6" "ENST00000300134" "2071" "4034"
"518" "NAB2" "ENST00000300131" "1" "1846" "STAT6" "ENST00000300134" "2113" "4034"
"519" "NAB2" "ENST00000300131" "1" "1776" "STAT6" "ENST00000300134" "306" "4034"
"520" "NAB2" "ENST00000300131" "1" "1521" "STAT6" "ENST00000300134" "582" "4034"
"521" "NAB2" "ENST00000300131" "1" "1335" "STAT6" "ENST00000300134" "666" "4034"
"522" "NAB2" "ENST00000300131" "1" "1846" "STAT6" "ENST00000300134" "2282" "4034"
"523" "NAB2" "ENST00000300131" "1" "1654" "STAT6" "ENST00000300134" "2218" "4034"
"524" "NAB2" "ENST00000300131" "1" "1265" "STAT6" "ENST00000300134" "314" "4034"
"525" "NAB2" "ENST00000300131" "1" "1335" "STAT6" "ENST00000300134" "306" "4034"
"526" "HIP1" "ENST00000336926" "1" "2185" "ALK" "ENST00000389048" "4080" "6220"
"527" "DCTN1" "ENST00000361874" "1" "2116" "ALK" "ENST00000389048" "4080" "6220"
"528" "DCTN1" "ENST00000361874" "1" "2172" "ALK" "ENST00000389048" "4080" "6220"
"529" "CLIP1" "ENST00000358808" "1" "3769" "ROS1" "ENST00000368508" "5977" "7435"
"530" "PPFIBP1" "ENST00000228425" "1" "1044" "ROS1" "ENST00000368508" "5841" "7435"
"531" "TPM3" "ENST00000368533" "1" "319" "ROS1" "ENST00000368508" "5977" "7435"
"532" "ZCCHC8" "ENST00000336229" "1" "373" "ROS1" "ENST00000368508" "5977" "7435"
"533" "MYO5A" "ENST00000399231" "1" "3404" "ROS1" "ENST00000368508" "5841" "7435"
"534" "PWWP2A" "ENST00000456329" "1" "619" "ROS1" "ENST00000368508" "5977" "7435"
"535" "ERC1" "ENST00000397203" "1" "2757" "ROS1" "ENST00000368508" "5977" "7435"
"536" "KIAA1598" "ENST00000260777" "1" "1398" "ROS1" "ENST00000368508" "5977" "7435"
"537" "DCTN1" "ENST00000361874" "1" "3514" "ALK" "ENST00000389048" "4080" "6220"
"538" "TP53" "ENST00000269305" "1" "1109" "NTRK1" "ENST00000392302" "935" "2609"
"539" "TP53" "ENST00000269305" "1" "1183" "NTRK1" "ENST00000392302" "935" "2609"
"540" "TP53" "ENST00000269305" "1" "1290" "NTRK1" "ENST00000392302" "935" "2609"
"541" "TP53" "ENST00000269305" "1" "2579" "NTRK1" "ENST00000392302" "935" "2609"
"542" "LMNA" "ENST00000368300" "1" "725" "NTRK1" "ENST00000392302" "1262" "2609"
"543" "CEP89" "ENST00000305768" "1" "1964" "BRAF" "ENST00000288602" "1202" "2480"
"544" "LSM14A" "ENST00000544216" "1" "1445" "BRAF" "ENST00000288602" "1202" "2480"
"545" "HIP1" "ENST00000336926" "1" "2917" "ALK" "ENST00000389048" "4080" "6220"
"546" "CDKN2D" "ENST00000335766" "1" "269" "WDFY2" "ENST00000298125" "386" "3649"
"547" "CD74" "ENST00000009530" "1" "627" "NRG1" "ENST00000356819" "1020" "3083"
"548" "CD74" "ENST00000009530" "1" "882" "NRG1" "ENST00000356819" "1020" "3083"
"549" "SDC4" "ENST00000372733" "1" "239" "ROS1" "ENST00000368508" "5757" "7368"
"550" "SDC4" "ENST00000372733" "1" "239" "ROS1" "ENST00000368508" "5841" "7368"
"551" "NAB2" "ENST00000300131" "1" "1521" "STAT6" "ENST00000300134" "443" "4034"
"552" "NAB2" "ENST00000300131" "1" "1469" "STAT6" "ENST00000300134" "2218" "4034"
"553" "NAB2" "ENST00000300131" "1" "1469" "STAT6" "ENST00000300134" "2282" "4034"
"554" "NAB2" "ENST00000300131" "1" "1469" "STAT6" "ENST00000300134" "2393" "4034"
"555" "NAB2" "ENST00000300131" "1" "1521" "STAT6" "ENST00000300134" "2282" "4034"
"556" "NAB2" "ENST00000300131" "1" "1654" "STAT6" "ENST00000300134" "2282" "4034"
"557" "NAB2" "ENST00000300131" "1" "2711" "STAT6" "ENST00000300134" "2282" "4034"
"558" "NAB2" "ENST00000300131" "1" "2711" "STAT6" "ENST00000300134" "2486" "4034"
"559" "CIC" "ENST00000160740" "1" "5063" "FOXO4" "ENST00000374259" "958" "3301"
"560" "CIC" "ENST00000160740" "1" "5144" "FOXO4" "ENST00000374259" "786" "3301"
"561" "CIC" "ENST00000160740" "1" "5451" "FOXO4" "ENST00000374259" "1331" "3301"
"562" "CIC" "ENST00000160740" "1" "6117" "FOXO4" "ENST00000374259" "786" "3301"
"563" "HIP1" "ENST00000336926" "1" "3088" "ALK" "ENST00000389048" "4080" "6220"
"564" "SND1" "ENST00000354725" "1" "1232" "BRAF" "ENST00000288602" "1202" "2480"
"565" "SND1" "ENST00000354725" "1" "1721" "BRAF" "ENST00000288602" "1376" "2480"
"566" "GATM" "ENST00000396659" "1" "628" "BRAF" "ENST00000288602" "1376" "2480"
"567" "SND1" "ENST00000354725" "1" "1346" "BRAF" "ENST00000288602" "1202" "2480"
"568" "SND1" "ENST00000354725" "1" "1346" "BRAF" "ENST00000288602" "1376" "2480"
"569" "SND1" "ENST00000354725" "1" "1721" "BRAF" "ENST00000288602" "1202" "2480"
"570" "HERPUD1" "ENST00000300302" "1" "526" "BRAF" "ENST00000288602" "922" "2480"
"571" "ZSCAN30" "ENST00000333206" "1" "781" "BRAF" "ENST00000288602" "1239" "2480"
"572" "HACL1" "ENST00000321169" "1" "2072" "RAF1" "ENST00000251849" "1275" "3300"
